260,Inversiones financieras a largo plazo en instrumentos de patrimonio
261,Valores representativos de deuda a largo plazo
262,Créditos a largo plazo
263,Créditos a largo plazo por enajenación de inmovilizado
264,Créditos a largo plazo al personal
265,Activos por derivados financieros a largo plazo
268,Imposiciones a largo plazo
269,Desembolsos pendientes sobre participaciones en el patrimonio neto a largo plazo
27,FIANZAS Y DEPÓSITOS CONSTITUIDOS A LARGO PLAZO
270,Fianzas constituidas a largo plazo
275,Depósitos constituidos a largo plazo
28,AMORTIZACIÓN ACUMULADA DEL INMOVILIZADO Y OTRAS CUENTAS CORRECTORAS
280,Amortización acumulada del inmovilizado intangible
2800,Amortización acumulada de investigación
2801,Amortización acumulada de desarrollo
2802,Amortización acumulada de concesiones administrativas
2803,Amortización acumulada de propiedad industrial
2805,Amortización acumulada de derechos de traspaso
2806,Amortización acumulada de aplicaciones informáticas
2807,Amortización acumulada de derechos sobre activos cedidos en uso
281,Amortización acumulada del inmovilizado material
2811,Amortización acumulada de construcciones
2812,Amortización acumulada de instalaciones técnicas
2813,Amortización acumulada de maquinaria
2814,Amortización acumulada de utillaje
2815,Amortización acumulada de otras instalaciones
2816,Amortización acumulada de mobiliario
2817,Amortización acumulada de equipos para procesos de información
2818,Amortización acumulada de elementos de transporte
2819,Amortización acumulada de otro inmovilizado material
282,Amortización acumulada de las inversiones inmobiliarias
283,Cesiones de uso sin contraprestación
2830,Cesiones de uso del inmovilizado intangible
2831,Cesiones de uso del inmovilizado material
2832,Cesiones de uso de las inversiones inmobiliarias
29,DETERIORO DE VALOR DE ACTIVOS NO CORRIENTES
290,Deterioro de valor del inmovilizado intangible
2900,Deterioro de valor de investigación
2901,Deterioro del valor de desarrollo
2902,Deterioro de valor de concesiones administrativas
2903,Deterioro de valor de propiedad industrial
2905,Deterioro de valor de derechos de traspaso
2906,Deterioro de valor de aplicaciones informáticas
2907,Deterioro de valor de derechos sobre activos cedidos en uso
291,Deterioro de valor del inmovilizado material
2910,Deterioro de valor de terrenos y bienes naturales
2911,Deterioro de valor de construcciones
2912,Deterioro de valor de instalaciones técnicas
2913,Deterioro de valor de maquinaria
2914,Deterioro de valor de utillaje
2915,Deterioro de valor de otras instalaciones
2916,Deterioro de valor de mobiliario
2917,Deterioro de valor de equipos para procesos de información
2918,Deterioro de valor de elementos de transporte
2919,Deterioro de valor de otro inmovilizado material
292,Deterioro de valor de las inversiones inmobiliarias
2920,Deterioro de valor de los terrenos y bienes naturales
2921,Deterioro de valor de construcciones
293,Deterioro de valor de participaciones a largo plazo en partes vinculadas
2933,Deterioro de valor de participaciones a largo plazo en entidades del grupo
2934,Deterioro de valor de participaciones a largo plazo en entidades asociadas
2935,Deterioro de valor de participaciones a largo plazo en otras partes vinculadas
294,Deterioro de valor de valores representativos de deuda a largo plazo de partes vinculadas
2943,Deterioro de valor de valores representativos de deuda a largo plazo de entidades del grupo
2944,Deterioro de valor de valores representativos de deuda a largo plazo de entidades asociadas
2945,Deterioro de valor de valores representativos de deuda a largo plazo de otras partes vinculadas
295,Deterioro de valor de créditos a largo plazo a partes vinculadas
2953,Deterioro de valor de créditos a largo plazo a entidades del grupo
2954,Deterioro de valor de créditos a largo plazo a entidades asociadas
2955,Deterioro de valor de créditos a largo plazo a otras partes vinculadas
296,Deterioro de valor de participaciones en el patrimonio neto a largo plazo
297,Deterioro de valor de valores representativos de deuda a largo plazo
298,Deterioro de valor de créditos a largo plazo
299,Deterioro de valor de bienes del Patrimonio Histórico
2990,Deterioro de valor de bienes inmuebles
2991,Deterioro de valor de archivos
2992,Deterioro de valor de bibliotecas
2993,Deterioro de valor de museos
2994,Deterioro de valor de bienes muebles
3,Existencias
30,BIENES DESTINADOS A LA ACTIVIDAD
300,Mercaderías A
301,Mercaderías B
302,Artículos A
303,Artículos B
31,MATERIAS PRIMAS
310,Materias primas A
311,Materias primas B
32,OTROS APROVISIONAMIENTOS
320,Elementos y conjuntos incorporables
321,Combustibles
322,Repuestos
325,Materiales diversos
326,Embalajes
327,Envases
328,Material de oficina
33,PRODUCTOS EN CURSO
330,Productos en curso A
331,Productos en curso B
34,PRODUCTOS SEMITERMINADOS
340,Productos semiterminados A
341,Productos semiterminados B
35,PRODUCTOS TERMINADOS
350,Productos terminados A
351,Productos terminados B
36,SUBPRODUCTOS, RESIDUOS Y MATERIALES RECUPERADOS
360,Subproductos A
361,Subproductos B
365,Residuos A
366,Residuos B
368,Materiales recuperados A
269,Materiales recuperados B
39,DETERIORO DE VALOR DE LAS EXISTENCIAS
390,Deterioro de valor de bienes destinados a la actividad
391,Deterioro de valor de materias primas
392,Deterioro de valor de otros aprovisionamientos
393,Deterioro de valor de productos en curso
394,Deterioro de valor de productos semiterminados
395,Deterioro de valor de productos terminados
396,Deterioro de valor de subproductos, residuos y materiales recuperados
4,Acreedores y deudores por operaciones de la actividad
40,PROVEEDORES
400,Proveedores
4000,Proveedores (euros)
4004,Proveedores (moneda extranjera)
4009,Proveedores, facturas pendientes de recibir o de formalizar
401,Proveedores, efectos comerciales a pagar
403,Proveedores, entidades del grupo
4030,Proveedores, entidades del grupo (euros)
4031,Efectos comerciales a pagar, entidades del grupo
4034,Proveedores, entidades del grupo (moneda extranjera)
4036,Envases y embalajes a devolver a proveedores, entidades del grupo
4039,Proveedores, entidades del grupo, facturas pendientes de recibir o de formalizar
404,Proveedores, entidades asociadas
405,Proveedores, otras partes vinculadas
406,Envases y embalajes a devolver a proveedores
407,Anticipos a proveedores
41,BENEFICIARIOS Y ACREEDORES VARIOS
410,Acreedores por prestaciones de servicios
4100,Acreedores por prestaciones de servicios (euros)
4104,Acreedores por prestaciones de servicios (moneda extranjera)
4109,Acreedores por prestaciones de servicios, facturas pendientes de recibir o de formalizar
411,Acreedores, efectos comerciales a pagar
412,Beneficiarios, acreedores
419,Acreedores por operaciones en común
43,CLIENTES
430,Clientes
4300,Clientes (euros)
4304,Clientes (moneda extranjera)
4309,Clientes, facturas pendientes de formalizar
431,Clientes, efectos comerciales a cobrar
4310,Efectos comerciales en cartera
4311,Efectos comerciales descontados
4312,Efectos comerciales en gestión de cobro
4315,Efectos comerciales impagados
432,Clientes operaciones de «factoring»
433,Clientes, entidades del grupo
4330,Clientes entidades del grupo (euros)
4331,Efectos comerciales a cobrar, entidades del grupo
4332,Clientes entidades del grupo, operaciones de «factoring»
4334,Clientes entidades del grupo (moneda extranjera)
4336,Clientes entidades del grupo de dudoso cobro
4337,Envases y embalajes a devolver a clientes, entidades del grupo
4339,Clientes entidades del grupo, facturas pendientes de formalizar
434,Clientes, entidades asociadas
435,Clientes, otras partes vinculadas
436,Clientes de dudoso cobro
437,Envases y embalajes a devolver por clientes
438,Anticipos de clientes
44,USUARIOS Y DEUDORES VARIOS
440,Deudores
4400,Deudores (euros)
4404,Deudores (moneda extranjera)
4409,Deudores, facturas pendientes de formalizar
441,Deudores, efectos comerciales a cobrar
4410,Deudores, efectos comerciales en cartera
4411,Deudores, efectos comerciales descontados
4412,Deudores, efectos comerciales en gestión de cobro
4415,Deudores, efectos comerciales impagados
446,Deudores de dudoso cobro
447,Usuarios, deudores
448,Patrocinadores, afiliados y otros deudores
4480,Patrocinadores
4482,Afiliados
4489,Otros deudores
449,Deudores por operaciones en común
46,PERSONAL
460,Anticipos de remuneraciones
464,Entregas para gastos a justificar
465,Remuneraciones pendientes de pago
47,ADMINISTRACIONES PÚBLICAS
470,Hacienda Pública, deudora por diversos conceptos
4700,Hacienda Pública, deudora por IVA
4707,Hacienda Pública, deudora por colaboración en la entrega y distribución de subvenciones (art. 12 Ley de Subvenciones)
4708,Hacienda Pública, deudora por subvenciones concedidas
4709,Hacienda Pública, deudora por devolución de impuestos
471,Organismos de la Seguridad Social, deudores
472,Hacienda Pública, IVA soportado
473,Hacienda Pública, retenciones y pagos a cuenta
474,Activos por impuesto diferido
4740,Activos por diferencias temporarias deducibles
4742,Derechos por deducciones y bonificaciones pendientes de aplicar
4745,Crédito por pérdidas a compensar del ejercicio
475,Hacienda Pública, acreedora por conceptos fiscales
4750,Hacienda Pública, acreedora por IVA
4751,Hacienda Pública, acreedora por retenciones practicadas
4752,Hacienda Pública, acreedora por impuesto sobre sociedades
4757,Hacienda Pública, acreedora por subvenciones recibidas en concepto de entidad colaboradora (art. 12 Ley de Subvenciones)
4758,Hacienda Pública, acreedora por subvenciones a reintegrar
476,Organismos de la Seguridad Social, acreedores
477,Hacienda Pública, IVA repercutido
479,Pasivos por diferencias temporarias imponibles
48,AJUSTES POR PERIODIFICACIÓN
480,Gastos anticipados
485,Ingresos anticipados
49,DETERIORO DE VALOR DE CRÉDITOS POR OPERACIONES DE LA ACTIVIDAD Y PROVISIONES A CORTO PLAZO
490,Deterioro de valor de créditos por operaciones de la actividad
493,Deterioro de valor de créditos por operaciones de la actividad con partes vinculadas
4933,Deterioro de valor de créditos por operaciones de la actividad con entidades del grupo
4934,Deterioro de valor de créditos por operaciones de la actividad con entidades asociadas
4935,Deterioro de valor de créditos por operaciones de la actividad con otras partes vinculadas
495,Deterioro de valor de créditos de usuarios, patrocinadores, afiliados y otros deudores
499,Provisiones por operaciones de la actividad
4994,Provisión por contratos onerosos
4999,Provisión para otras operaciones de la actividad
5,Cuentas financieras
50,EMPRÉSTITOS Y OTRAS EMISIONES ANÁLOGAS A CORTO PLAZO
500,Obligaciones y bonos a corto plazo
505,Deudas representadas en otros valores negociables a corto plazo
506,Intereses a corto plazo de empréstitos y otras emisiones análogas
509,Valores negociables amortizados
5090,Obligaciones y bonos amortizados
5095,Otros valores negociables amortizados
51,DEUDAS A CORTO PLAZO CON PARTES VINCULADAS
510,Deudas a corto plazo con entidades de crédito vinculadas
5103,Deudas a corto plazo con entidades de crédito, entidades del grupo
5104,Deudas a corto plazo con entidades de crédito, entidades asociadas
5105,Deudas a corto plazo con otras entidades de crédito vinculadas
511,Proveedores de inmovilizado a corto plazo, partes vinculadas
5113,Proveedores de inmovilizado a corto plazo, entidades del grupo
5114,Proveedores de inmovilizado a corto plazo, entidades asociadas
5115,Proveedores de inmovilizado a corto plazo, otras partes vinculadas
512,Acreedores por arrendamiento financiero a corto plazo, partes vinculadas
5123,Acreedores por arrendamiento financiero a corto plazo, entidades del grupo
5124,Acreedores por arrendamiento financiero a corto plazo, entidades asociadas
5125,Acreedores por arrendamiento financiero a corto plazo, otras partes vinculadas
513,Otras deudas a corto plazo con partes vinculadas
5133,Otras deudas a corto plazo con entidades del grupo
5134,Otras deudas a corto plazo con entidades asociadas
5135,Otras deudas a corto plazo con otras partes vinculadas
514,Intereses a corto plazo de deudas con partes vinculadas
5143,Intereses a corto plazo de deudas, entidades del grupo
5144,Intereses a corto plazo de deudas, entidades asociadas
5145,Intereses a corto plazo de deudas, otras partes vinculadas
52,DEUDAS A CORTO PLAZO POR PRÉSTAMOS RECIBIDOS Y OTROS CONCEPTOS
520,Deudas a corto plazo con entidades de crédito
5200,Préstamos a corto plazo de entidades de crédito
5201,Deudas a corto plazo por crédito dispuesto
5208,Deudas por efectos descontados
5209,Deudas por operaciones de «factoring»
521,Deudas a corto plazo
522,Deudas a corto plazo transformables en subvenciones, donaciones y legados
523,Proveedores de inmovilizado a corto plazo
524,Acreedores por arrendamiento financiero a corto plazo
525,Efectos a pagar a corto plazo
527,Intereses a corto plazo de deudas con entidades de crédito
528,Intereses a corto plazo de deudas
529,Provisiones a corto plazo
5291,Provisión a corto plazo para impuestos
5292,Provisión a corto plazo para otras responsabilidades
5293,Provisión a corto plazo por desmantelamiento, retiro o rehabilitación del inmovilizado
5295,Provisión a corto plazo para actuaciones medioambientales
53,INVERSIONES FINANCIERAS A CORTO PLAZO EN PARTES VINCULADAS
530,Participaciones a corto plazo en partes vinculadas
5303,Participaciones a corto plazo en entidades del grupo
5304,Participaciones a corto plazo en entidades asociadas
5305,Participaciones a corto plazo en otras partes vinculadas
531,Valores representativos de deuda a corto plazo de partes vinculadas
5313,Valores representativos de deuda a corto plazo de entidades del grupo
5314,Valores representativos de deuda a corto plazo de entidades asociadas
5315,Valores representativos de deuda a corto plazo de otras partes vinculadas
532,Créditos a corto plazo a partes vinculadas
5323,Créditos a corto plazo a entidades del grupo
5324,Créditos a corto plazo a entidades asociadas
5325,Créditos a corto plazo a otras partes vinculadas
533,Intereses a corto plazo de valores representativos de deuda de partes vinculadas
5333,Intereses a corto plazo de valores representativos de deuda de entidades del grupo
5334,Intereses a corto plazo de valores representativos de deuda de entidades asociadas
5335,Intereses a corto plazo de valores representativos de deuda de otras partes vinculadas
534,Intereses a corto plazo de créditos a partes vinculadas
5343,Intereses a corto plazo de créditos a entidades del grupo
5344,Intereses a corto plazo de créditos a entidades asociadas
5345,Intereses a corto plazo de créditos a otras partes vinculadas
535,Dividendo a cobrar de inversiones financieras en partes vinculadas
5353,Dividendo a cobrar de entidades de grupo
5354,Dividendo a cobrar de entidades asociadas
5355,Dividendo a cobrar de otras partes vinculadas
539,Desembolsos pendientes sobre participaciones a corto plazo en partes vinculadas
5393,Desembolsos pendientes sobre participaciones a corto plazo en entidades del grupo
5394,Desembolsos pendientes sobre participaciones a corto plazo en entidades asociadas
5395,Desembolsos pendientes sobre participaciones a corto plazo en otras partes vinculadas
54,OTRAS INVERSIONES FINANCIERAS A CORTO PLAZO
540,Inversiones financieras a corto plazo en instrumentos de patrimonio
541,Valores representativos de deuda a corto plazo
542,Créditos a corto plazo
543,Créditos a corto plazo por enajenación de inmovilizado
544,Créditos a corto plazo al personal
545,Dividendo a cobrar
546,Intereses a corto plazo de valores representativos de deuda
547,Intereses a corto plazo de créditos
548,Imposiciones a corto plazo
549,Desembolsos pendientes sobre instrumentos de patrimonio a corto plazo
55,OTRAS CUENTAS NO BANCARIAS
551,Cuenta corriente con patronos y otros
552,Cuenta corriente con otras personas y entidades vinculadas
5523,Cuenta corriente con entidades del grupo
5524,Cuenta corriente con entidades asociadas
5525,Cuenta corriente con otras partes vinculadas
554,Cuenta corriente con uniones temporales de empresas y comunidades de bienes
555,Partidas pendientes de aplicación
556,Desembolsos exigidos sobre participaciones en el patrimonio neto
5563,Desembolsos exigidos sobre participaciones, entidades del grupo
5564,Desembolsos exigidos sobre participaciones, entidades asociadas
5565,Desembolsos exigidos sobre participaciones, otras partes vinculadas
5566,Desembolsos exigidos sobre participaciones de otras entidades
558,Fundadores y asociados por desembolsos exigidos
559,Derivados financieros a corto plazo
5590,Activos por derivados financieros a corto plazo
5595,Pasivos por derivados financieros a corto plazo
56,FIANZAS Y DEPÓSITOS RECIBIDOS Y CONSTITUIDOS A CORTO PLAZO Y AJUSTES POR PERIODIFICACIÓN
560,Fianzas recibidas a corto plazo
561,Depósitos recibidos a corto plazo
565,Fianzas constituidas a corto plazo
566,Depósitos constituidos a corto plazo
567,Intereses pagados por anticipado
568,Intereses cobrados por anticipado
57,TESORERÍA
570,Caja, euros
571,Caja, moneda extranjera
572,Bancos e instituciones de crédito c/c vista, euros
573,Bancos e instituciones de crédito c/c vista, moneda extranjera
574,Bancos e instituciones de crédito, cuentas de ahorro, euros
575,Bancos e instituciones de crédito, cuentas de ahorro, moneda extranjera
576,Inversiones a corto plazo de gran liquidez
59,DETERIORO DE VALOR DE INVERSIONES FINANCIERAS A CORTO PLAZO
593,Deterioro de valor de participaciones a corto plazo en partes vinculadas
5933,Deterioro de valor de participaciones a corto plazo en entidades del grupo
5934,Deterioro de valor de participaciones a corto plazo en entidades asociadas
5935,Deterioro de valor de participaciones a corto plazo en otras partes vinculadas
594,Deterioro de valor de valores representativos de deuda a corto plazo de partes vinculadas
5943,Deterioro de valor de valores representativos de deuda a corto plazo de entidades del grupo
5944,Deterioro de valor de valores representativos de deuda a corto plazo de entidades asociadas
5945,Deterioro de valor de valores representativos de deuda a corto plazo de otras partes vinculadas
595,Deterioro de valor de créditos a corto plazo a partes vinculadas
5953,Deterioro de valor de créditos a corto plazo a entidades del grupo
5954,Deterioro de valor de créditos a corto plazo a entidades asociadas
5955,Deterioro de valor de créditos a corto plazo a otras partes vinculadas
596,Deterioro de valor de participaciones a corto plazo
597,Deterioro de valor de valores representativos de deuda a corto plazo
598,Deterioro de valor de créditos a corto plazo
6,Compras y gastos
60,COMPRAS
600,Compras de bienes destinados a la actividad
601,Compras de materias primas
602,Compras de otros aprovisionamientos
606,Descuentos sobre compras por pronto pago
6060,Descuentos sobre compras por pronto pago de bienes destinados a la actividad
6061,Descuentos sobre compras por pronto pago de materias primas
6062,Descuentos sobre compras por pronto pago de otros aprovisionamientos
607,Trabajos realizados por otras entidades
608,Devoluciones de compras y operaciones similares
6080,Devoluciones de compras de bienes destinados a la actividad
6081,Devoluciones de compras de materias primas
6082,Devoluciones de compras de otros aprovisionamientos
609,«Rappels» por compras
6090,«Rappels» por compras de bienes destinados a la actividad
6091,«Rappels» por compras de materias primas
6092,«Rappels» por compras de otros aprovisionamientos
61,VARIACIÓN DE EXISTENCIAS
610,Variación de existencias de bienes destinados a la actividad
611,Variación de existencias de materias primas
612,Variación de existencias de otros aprovisionamientos
62,SERVICIOS EXTERIORES
620,Gastos en investigación y desarrollo del ejercicio
621,Arrendamientos y cánones
622,Reparaciones y conservación
623,Servicios de profesionales independientes
624,Transportes
625,Primas de seguros
626,Servicios bancarios y similares
627,Publicidad, propaganda y relaciones públicas
628,Suministros
629,Otros servicios
63,TRIBUTOS
630,Impuesto sobre beneficios
6300,Impuesto corriente
6301,Impuesto diferido
631,Otros tributos
633,Ajustes negativos en la imposición sobre beneficios
634,Ajustes negativos en la imposición indirecta
6341,Ajustes negativos en IVA de activo corriente
6342,Ajustes negativos en IVA de inversiones
636,Devolución de impuestos
638,Ajustes positivos en la imposición sobre beneficios
639,Ajustes positivos en la imposición indirecta
6391,Ajustes positivos en IVA de activo corriente
6392,Ajustes positivos en IVA de inversiones
64,GASTOS DE PERSONAL
640,Sueldos y salarios
641,Indemnizaciones
642,Seguridad Social a cargo de la entidad
649,Otros gastos sociales
65,AYUDAS MONETARIAS DE LA ENTIDAD Y OTROS GASTOS DE GESTIÓN
650,Ayudas monetarias
6501,Ayudas monetarias individuales
6502,Ayudas monetarias a entidades
6503,Ayudas monetarias realizadas a través de otras entidades o centros
6504,Ayudas monetarias de cooperación internacional
651,Ayudas no monetarias
6511,Ayudas no monetarias individuales
6512,Ayudas no monetarias a entidades
6513,Ayudas no monetarias realizadas a través de otras entidades o centros
6514,Ayudas no monetarias de cooperación internacional
653,Compensación de gastos por prestaciones de colaboración
654,Reembolsos de gastos al órgano de gobierno
655,Pérdidas de créditos incobrables derivados de la actividad
656,Resultados de operaciones en común
6560,Beneficio transferido (gestor)
6561,Pérdida soportada (partícipe o asociado no gestor)
658,Reintegro de subvenciones, donaciones y legados recibidos, afectos a la actividad propia de la entidad
659,Otras pérdidas en gestión corriente
66,GASTOS FINANCIEROS
660,Gastos financieros por actualización de provisiones
661,Intereses de obligaciones y bonos
6610,Intereses de obligaciones y bonos a largo plazo, entidades del grupo
6611,Intereses de obligaciones y bonos a largo plazo, entidades asociadas
6612,Intereses de obligaciones y bonos a largo plazo, otras partes vinculadas
6613,Intereses de obligaciones y bonos a largo plazo, otras entidades
6615,Intereses de obligaciones y bonos a corto plazo, entidades del grupo
6616,Intereses de obligaciones y bonos a corto plazo, entidades asociadas
6617,Intereses de obligaciones y bonos a corto plazo, otras partes vinculadas
6618,Intereses de obligaciones y bonos a corto plazo, otras entidades
662,Intereses de deudas
6620,Intereses de deudas, entidades del grupo
6621,Intereses de deudas, entidades asociadas
6622,Intereses de deudas, otras partes vinculadas
6623,Intereses de deudas con entidades de crédito
6624,Intereses de deudas, otras entidades
663,Pérdidas por valoración de activos y pasivos financieros por su valor razonable
665,Intereses por descuento de efectos y operaciones de «factoring»
6650,Intereses por descuento de efectos en entidades de crédito del grupo
6651,Intereses por descuento de efectos en entidades de crédito asociadas
6652,Intereses por descuento de efectos en otras entidades de crédito vinculadas
6653,Intereses por descuento de efectos en otras entidades de crédito
6654,Intereses por operaciones de «factoring» con entidades de crédito del grupo
6655,Intereses por operaciones de «factoring» con entidades de crédito asociadas
6656,Intereses por operaciones de «factoring» con otras entidades de crédito vinculadas
6657,Intereses por operaciones de «factoring» con otras entidades de crédito
666,Pérdidas en participaciones y valores representativos de deuda
6660,Pérdidas en valores representativos de deuda a largo plazo, entidades del grupo
6661,Pérdidas en valores representativos de deuda a largo plazo, entidades asociadas
6662,Pérdidas en valores representativos de deuda a largo plazo, otras partes vinculadas
6663,Pérdidas en participaciones y valores representativos de deuda a largo plazo, otras entidades
6665,Pérdidas en participaciones y valores representativos de deuda a corto plazo, entidades del grupo
6666,Pérdidas en participaciones y valores representativos de deuda a corto plazo, entidades asociadas
6667,Pérdidas en valores representativos de deuda a corto plazo, otras partes vinculadas
6668,Pérdidas en valores representativos de deuda a corto plazo, otras entidades
667,Pérdidas de créditos
6670,Pérdidas de créditos a largo plazo, entidades del grupo
6671,Pérdidas de créditos a largo plazo, entidades asociadas
6672,Pérdidas de créditos a largo plazo, otras partes vinculadas
6673,Pérdidas de créditos a largo plazo, otras entidades
6675,Pérdidas de créditos a corto plazo, entidades del grupo
6676,Pérdidas de créditos a corto plazo, entidades asociadas
6677,Pérdidas de créditos a corto plazo, otras partes vinculadas
6678,Pérdidas de créditos a corto plazo, otras entidades
668,Diferencias negativas de cambio
669,Otros gastos financieros
67,PÉRDIDAS PROCEDENTES DE ACTIVOS NO CORRIENTES Y GASTOS EXCEPCIONALES
670,Pérdidas procedentes del inmovilizado intangible
671,Pérdidas procedentes del inmovilizado material y de bienes del Patrimonio Histórico
672,Pérdidas procedentes de las inversiones inmobiliarias
673,Pérdidas procedentes de participaciones a largo plazo en partes vinculadas
6733,Pérdidas procedentes de participaciones a largo plazo, entidades del grupo
6734,Pérdidas procedentes de participaciones a largo plazo, entidades asociadas
6735,Pérdidas procedentes de participaciones a largo plazo, otras partes vinculadas
675,Pérdidas por operaciones con obligaciones propias
678,Gastos excepcionales
68,DOTACIONES PARA AMORTIZACIONES
680,Amortización del inmovilizado intangible
681,Amortización del inmovilizado material
682,Amortización de las inversiones inmobiliarias
69,PÉRDIDAS POR DETERIORO Y OTRAS DOTACIONES
690,Pérdidas por deterioro del inmovilizado intangible
